strain	virus	assention	date	region	country
Neoromicia/5038	mers	MF593268	2015-04-20	africa	south_africa
MERS-CoV_camel/Morocco/CIRAD-HKU213/2015	mers	MG923469	2015-03-03	africa	morocco
Al-Hasa_9d_2013	mers	KF600622	2013-05-01	west_asia	saudi_arabia
MyH010414	mers	KP769415	2014-04-13	southeast_asia	malaysia
Hu/Riyadh-KSA-3123/2015	mers	KT805971	2015-02-14	west_asia	saudi_arabia
Hu/Amman-Jordan-12641/2015	mers	MF000457	2015-08-25	west_asia	jordan
Al-Hasa_11a_2013	mers	KF600629	2013-05-03	west_asia	saudi_arabia
camel/UAE_B61_2015	mers	MF598651	2015-03-XX	west_asia	united_arab_emirates
NRCE-HKU205	mers	KJ477102	2013-XX-XX	africa	egypt
MERS-CoV/Egypt-NC2606/2015	mers	KX710318	2015-12-XX	africa	egypt
Egypt/Giza-9/2018	mers	MH184778	2018-XX-XX	africa	egypt
Hu/Jeddah-KSA-C21271/2015	mers	KT806045	2015-02-22	west_asia	saudi_arabia
Hu/Hufuf-KSA-12055/2015	mers	KT806035	2015-06-01	west_asia	saudi_arabia
camel/Jeddah/O23(b)/2014	mers	KT368849	2014-10-XX	west_asia	saudi_arabia
Camel/UAE_1H-F_2014	mers	KY581698	2014-06-01	west_asia	united_arab_emirates
Hu/Riyadh-KSA-9730/2017	mers	MG912608	2017-06-14	west_asia	saudi_arabia
Hu/Riyadh-KSA-24241/2016	mers	MG011358	2016-09-21	west_asia	saudi_arabia
MERS-CoV/camel/Egypt/NRCE-NC957/2015	mers	KU942368	2015-04-21	africa	egypt
D1164.1/14	mers	KX108937	2014-06-02	west_asia	united_arab_emirates
MERS-CoV_camel/Ethiopia/CIRAD-HKU1288/2015	mers	MG923465	2015-03-01	africa	ethiopia
camel/UAE_415915_W6_2015	mers	MF598722	2015-04-XX	west_asia	united_arab_emirates
camel/UAE_B51_2015	mers	MF598642	2015-03-XX	west_asia	united_arab_emirates
Hu/Aseer-KSA-Rs924/2015	mers	KT805992	2015-05-01	west_asia	saudi_arabia
MERS-CoV/KOR/KNIH/006_05_2015	mers	KT001393	2015-05-27	japan_korea	south_korea
camel/UAE_B54_2015	mers	MF598645	2015-03-XX	west_asia	united_arab_emirates
93-03-176	mers	KM874455	2014-06-18	west_asia	iran
20	mers	MF133452	2015-07-12	africa	sudan
Hu/Jeddah-KSA-182RS2449/2018	mers	MK462247	2018-06-08	west_asia	saudi_arabia
Hu/UAE_002_2013	mers	KY581684	2013-07-10	west_asia	united_arab_emirates
Hu/Jordan-201440011200/2014	mers	KT861630	2014-04-30	west_asia	jordan
Jordan_2_2015	mers	KU233366	2015-XX-XX	west_asia	jordan
Taif_3c_2013	mers	KJ156922	2013-06-13	west_asia	saudi_arabia
Hu/Najran-KSA-182RS2567/2018	mers	MK462248	2018-06-13	west_asia	saudi_arabia
camel/Jeddah/D90/2014	mers	KT368844	2014-12-XX	west_asia	saudi_arabia
unnamed	mers	JE974349	?	china	china
Hu/Qasim-KSA-13922/2016	mers	MG011341	2016-03-06	west_asia	saudi_arabia
MERS-CoV_camel/Nigeria/NV1989/2016	mers	MG923476	2016-02-15	africa	nigeria
Al-Hasa_13a_2013	mers	KF600650	2013-05-07	west_asia	saudi_arabia
camel/Taif/T3/2015	mers	KT368880	2015-04-XX	west_asia	saudi_arabia
MERS-CoV/KOR/KNIH/013_05_2015	mers	KT182955	2015-05-28	japan_korea	south_korea
Camel/UAE_2B-E_2014	mers	KY581699	2014-06-01	west_asia	united_arab_emirates
Qatar_1_2013-4	mers	KJ598494	2013-10-17	west_asia	qatar
Asir_2c_2013	mers	KJ156912	2013-08-05	west_asia	saudi_arabia
Jeddah_C9055/KSA/2014-04-14	mers	KM027259	2014-04-14	west_asia	saudi_arabia
Qatar_1_2013-1	mers	KJ598493	2013-10-17	west_asia	qatar
Qatar_1_2013-3	mers	KJ598496	2013-10-17	west_asia	qatar
Qatar_1_2013-2	mers	KJ598495	2013-10-17	west_asia	qatar
Riyadh_12a_2013	mers	KJ156926	2013-08-08	west_asia	saudi_arabia
Hu/Riyadh-KSA-004D1S/2015	mers	MG757594	2015-08-24	west_asia	saudi_arabia
Riyadh_2014KSA_351/KSA/2014	mers	KM027286	2014-XX-XX	west_asia	saudi_arabia
MERS-CoV_camel/Ethiopia/AAU-EPHI-HKU4412/2017	mers	MG923466	2017-03-15	africa	ethiopia
Hu/UAE_017_2014	mers	KY581690	2014-04-12	west_asia	united_arab_emirates
44	mers	MK858164	2017-06-05	west_asia	saudi_arabia
ADFCA-HKU2	mers	KT275307	2015-05-09	west_asia	united_arab_emirates
Al-Hasa_12_2013	mers	KF600627	2013-05-07	west_asia	saudi_arabia
Hu/Hufuf-KSA-10357/2015	mers	KT806033	2015-04-25	west_asia	saudi_arabia
KASCTIGB1	mers	MG280944	2015-10-15	west_asia	saudi_arabia
Hu/Oman_50_2015	mers	KY673148	2015-01-06	west_asia	oman
Jeddah_C8978/KSA/2014	mers	KM027274	2014-XX-XX	west_asia	saudi_arabia
D389/15	mers	KX108942	2015-02-15	west_asia	united_arab_emirates
Asir_2e_2013	mers	KJ156898	2013-08-05	west_asia	saudi_arabia
MERS-CoV/KOR/CNUH_SNU/016_06_2015	mers	KT868865	2015-06-11	japan_korea	south_korea
Hu/Riyadh-KSA-24244/2016	mers	MG011357	2016-09-21	west_asia	saudi_arabia
camel/Jeddah/Jd199/2015	mers	KT368867	2015-02-XX	west_asia	saudi_arabia
camel/UAE_B77_2015	mers	MF598667	2015-03-XX	west_asia	united_arab_emirates
camel/UAE_B45_2015	mers	MF598636	2015-03-XX	west_asia	united_arab_emirates
Al-Hasa_8b_2013	mers	KF600638	2013-05-01	west_asia	saudi_arabia
Camel/UAE/D1164.10/2014	mers	KP719928	2014-06-XX	west_asia	united_arab_emirates
Hu/UAE_045_2014	mers	KY673147	2014-04-25	west_asia	united_arab_emirates
MERS-CoV/KOR/KNIH/004_05_2015	mers	KT001385	2015-05-25	japan_korea	south_korea
Riyadh_15e_2013	mers	KJ156933	2013-08-19	west_asia	saudi_arabia
Jeddah_C9282/KSA/2014	mers	KM027275	2014-XX-XX	west_asia	saudi_arabia
camel/UAE_417162_W4_2015	mers	MF598710	2015-04-XX	west_asia	united_arab_emirates
camel/UAE_B96_2015	mers	MF598684	2015-03-XX	west_asia	united_arab_emirates
camel/UAE_416452_W6_2015	mers	MF598721	2015-04-XX	west_asia	united_arab_emirates
ChinaGD01	mers	KT002193	2015-05-27	china	china
AD-UAE-25451	mers	KM609329	2014-02-06	west_asia	united_arab_emirates
camel/Jeddah/Jd90/2015	mers	KT368865	2015-01-XX	west_asia	saudi_arabia
Camel/Saudi_Arabia/KFU-HKU_F2-51/2014	mers	KY706247	2014-11-29	west_asia	saudi_arabia
Al-Hasa_13d_2013	mers	KF600656	2013-05-07	west_asia	saudi_arabia
Hu/Jordan-201440010988/2014	mers	KT861629	2014-04-07	west_asia	jordan
MERS-CoV/KOR/CNUH_SNU/110_06_2015	mers	KT868874	2015-06-11	japan_korea	south_korea
Netherlands_1_2014	mers	KJ858497	2014-05-13	europe	netherlands
Hu/Taif,KSA-1416/2014	mers	KR912193	2014-10-27	west_asia	saudi_arabia
Hu/Jordan-12764/2015	mers	MF741830	2015-08-31	west_asia	jordan
Hu/Riyadh-KSA-12832/2016	mers	KX154691	2016-02-25	west_asia	saudi_arabia
camel/UAE_B2_2015	mers	MF598595	2015-03-XX	west_asia	united_arab_emirates
MERS-CoV/KOR/CNUH_SNU/031_06_2015	mers	KT717700	2015-06-08	japan_korea	south_korea
KOREA/Seoul/014-1-2015	mers	KT374052	2015-05-31	japan_korea	south_korea
Hu/Hufuf-KSA-12597/2015	mers	KT806040	2015-06-13	west_asia	saudi_arabia
Jordan_11_2015	mers	KU233375	2015-XX-XX	west_asia	jordan
Taif_2a_2013	mers	KJ156896	2013-06-12	west_asia	saudi_arabia
Camel/UAE/D1164.9/2014	mers	KP719927	2014-06-XX	west_asia	united_arab_emirates
Hu/Jeddah-KSA-C20934/2015	mers	KT805972	2015-02-14	west_asia	saudi_arabia
MERS-CoV/KOR/Seoul/066-2015	mers	KX034095	2015-06-04	japan_korea	south_korea
Hu/Riyadh-KSA-16559/2016	mers	MG011359	2016-03-29	west_asia	saudi_arabia
Egypt-NC2378/2015	mers	KX425842	2015-XX-XX	africa	egypt
MERS-CoV/Egypt-NC2354/2015	mers	KX710311	2015-12-08	africa	egypt
camel/Jeddah/S100/2014	mers	KT368853	2014-09-XX	west_asia	saudi_arabia
Hu/Riyadh-KSA-11958/2016	mers	KX154687	2016-02-XX	west_asia	saudi_arabia
KOREA/Seoul/168-2-2015	mers	KT374057	2015-06-24	japan_korea	south_korea
19	mers	MK858156	2016-10-17	west_asia	saudi_arabia
Riyadh_1116/KSA/2014	mers	KT357799	2014-XX-XX	west_asia	saudi_arabia
camel/UAE_B82_2015	mers	MF598672	2015-03-XX	west_asia	united_arab_emirates
Hu/Riyadh-KSA-3486/2015	mers	KT805979	2015-02-21	west_asia	saudi_arabia
KSA_376	mers	KJ396770	2013-11-XX	west_asia	saudi_arabia
Hu/Jordan-13030/2015	mers	MF741834	2015-09-19	west_asia	jordan
camel/Taif/T68/2015	mers	KT368884	2015-04-XX	west_asia	saudi_arabia
